pair,Date,base,fore,spot,ret_1m,rate_base,rate_fore,carry_nom_1m,carry_real_1m,policy_bias,CarryScore,cpi_yoy_base,cpi_yoy_fore,dSpot_12m,dPPP_12m,Value_PPP,ValueScore,mom_3m,ma_fast,ma_slow,ma_signal,rsi_14,rsi_signal,z_bb,MomentumScore,gdp_yoy_base,gdp_yoy_fore,gdp_yoy_diff,cpi_yoy_diff,MacroScore,hedge_cost_1m,HedgeCostScore,FX_Score,FX_Score_next,HedgeRatio
EURCHF,1999-11-30,EUR,CHF,1.6021,-0.0017461806744418773,0.0312326388174613,2.04333,2.012097361182539,,1.5807922666777157,,,,,,,,0.0008117643831450083,1.6017833333333333,1.6010083333333334,1.0,,,,,,,,,,-2.012097361182539,,0.0,0.0,0.5
EURCHF,1999-12-31,EUR,CHF,1.60055,-0.0009679484932911819,0.03169710382538504,1.58833,1.556632896174615,,1.7843651286785769,,,,0.0002186987433538401,,,,0.0013754730356391742,1.6025166666666666,1.6010375000000001,1.0,,,,,,,,,,-1.556632896174615,,0.0,0.0,0.5
EURCHF,2000-01-31,EUR,CHF,1.60855,0.00498583189825158,0.032088105702098524,2.06833,2.0362418942979015,,1.7964373952362582,,,,-0.0005282866544034093,,,,0.002271702730518521,1.6037333333333332,1.6009666666666666,1.0,,,,,,,,,,-2.0362418942979015,,0.0,0.0,0.5
EURCHF,2000-02-29,EUR,CHF,1.606,-0.001586536550922002,0.031670280407362306,2.2,2.168329719592638,,2.10228580694527,,,,0.00687287928776209,,,,0.0024313468540383965,1.6050333333333333,1.6018833333333333,1.0,52.60791366906476,0.052158273381295146,,,,,,,,-2.168329719592638,,0.0,0.0,0.5
EURCHF,2000-03-31,EUR,CHF,1.5911,-0.009321014592896248,0.03621945656473269,2.575,2.5387805434352675,,2.3535551315139527,,,,-0.0038264952752554704,,,,-0.00592171924556667,1.6018833333333333,1.601375,1.0,42.17279726261764,-0.15654405474764715,,,,,,,,-2.5387805434352675,,0.0,0.0,0.5
EURCHF,2000-04-30,EUR,CHF,1.56483,-0.016648409037893053,0.03391612866446092,3.1,3.066083871335539,,2.8024322073854036,,,,-0.030194607001131746,,,,-0.027555960181711303,1.5873099999999998,1.5973774999999997,-1.0,38.285314902539426,-0.23429370194921148,,,,,,,,-3.066083871335539,,0.0,0.0,0.5
EURCHF,2000-05-31,EUR,CHF,1.5763,0.0073031367565790095,0.04324537660996075,2.78333,2.740084623390039,,2.903084247362789,,,,-0.009565221693836168,,,,-0.01866628687421029,1.5774100000000002,1.596115,-1.0,42.42973051289486,-0.15140538974210288,,,,,,,,-2.740084623390039,,0.0,0.0,0.5
EURCHF,2000-06-30,EUR,CHF,1.55675,-0.012480013879935359,0.04306117413768007,3.23667,3.19360882586232,,2.9668467246261794,,,,-0.029744322177284788,,,,-0.021825286161249402,1.5659600000000002,1.5921983333333332,-1.0,30.26269455595471,-0.39474610888090583,,,,,,,,-3.19360882586232,,0.0,0.0,0.5
EURCHF,2000-07-31,EUR,CHF,1.54745,-0.00599189989350124,0.044707060330290815,3.21,3.165292939669709,,3.1794508827660146,,,,-0.03098606469679005,,,,-0.01116877701685759,1.5601666666666667,1.58814,-1.0,33.06910881945517,-0.33861782361089665,-2.55053748236285,,,,,,,-3.165292939669709,,0.0,0.0,0.5
EURCHF,2000-08-31,EUR,CHF,1.54695,-0.00032316442887242447,0.04575085241243659,3.265,3.2192491475875635,,3.192271043628636,,,,-0.03421825383933591,,,,-0.018795078202309023,1.5503833333333334,1.5836525000000001,-1.0,25.960724564076614,-0.4807855087184677,-2.1160783886446572,,,,,,,-3.2192491475875635,,0.0,0.0,0.5
EURCHF,2000-09-30,EUR,CHF,1.52315,-0.015504691562111761,0.044138182735776965,3.28167,3.237531817264223,,3.2283904824258935,,,,-0.04819128825566232,,,,-0.021819755884485426,1.5391833333333336,1.5773858333333335,-1.0,22.830132499627894,-0.5433973500074422,-2.5233480839521847,,,,,,,-3.237531817264223,,0.0,0.0,0.5
EURCHF,2000-10-31,EUR,CHF,1.5269,0.0024589773213899435,0.05101140892205347,3.21667,3.1656585910779467,,3.201595204171085,,,,-0.04982191313764461,,,,-0.013368878669594242,1.532333333333333,1.5708858333333333,-1.0,22.30965227817748,-0.5538069544364503,-1.9847374533703541,,,,,,,-3.1656585910779467,,0.0,0.0,0.5
EURCHF,2000-11-30,EUR,CHF,1.5091,-0.011726089564961018,0.048340540028821266,3.45,3.401659459971179,,3.2836590255245626,,,,-0.059801822028163754,,,,-0.024771803805682835,1.5197166666666666,1.5631358333333332,-1.0,20.00806505813567,-0.5998386988372866,-2.1407195815778626,,,,,,,-3.401659459971179,,0.0,0.0,0.5
EURCHF,2000-12-31,EUR,CHF,1.51795,0.005847293712183621,0.046757729385889846,3.36667,3.31991227061411,,3.3607858652926446,,,,-0.05298657982268895,,,,-0.003419818531387453,1.5179833333333332,1.5562525,-1.0,21.225759481103893,-0.5754848103779221,-1.6396343752957767,,,,,,,-3.31991227061411,,0.0,0.0,0.5
EURCHF,2001-01-31,EUR,CHF,1.5312,0.008691001362001238,0.05287596815256812,3.45833,3.405454031847432,,3.362683151230771,,,,-0.04928141035893929,,,,0.002812205509223842,1.5194166666666666,1.5498066666666668,-1.0,28.054970905038914,-0.4389005818992217,-1.1278981419487188,,,,,,,-3.405454031847432,1.1860382133798884,0.39534607112662945,0.0,0.5
EURCHF,2001-02-28,EUR,CHF,1.53995,0.005698206649435766,0.04645313783937688,3.43,3.3835468621606233,,3.3945004470040274,,,,-0.041996667158581524,,,,0.020236501723620626,1.5297,1.5443025,-1.0,32.043380348465064,-0.3591323930306987,-0.7925783757723757,,,,,,,-3.3835468621606233,1.1303744042711779,0.772137539217022,0.39534607112662945,0.5
EURCHF,2001-03-31,EUR,CHF,1.52845,-0.007495798361242201,0.047741562758760736,3.365,3.3172584372412395,,3.350402649700931,,,,-0.04017145092692748,,,,0.006893409650194804,1.5332000000000001,1.5390816666666665,-1.0,26.747561542034347,-0.46504876915931304,-1.0160995501823264,,,,,,,-3.3172584372412395,1.0819629403984399,1.1327918526831686,0.772137539217022,0.0
EURCHF,2001-04-30,EUR,CHF,1.53975,0.007365915580269278,0.053100008611425054,3.17667,3.123569991388575,,3.220414214314907,,,,-0.016157126308765146,,,,0.005568323868462843,1.5360500000000001,1.536991666666667,-1.0,31.697883860986707,-0.3660423227802659,-0.6192948094648248,,,,,,,-3.123569991388575,1.028222842580087,1.080186729083235,1.1327918526831686,0.0
EURCHF,2001-05-31,EUR,CHF,1.51985,-0.013008419806963933,0.048210136542579995,3.28,3.23178986345742,,3.1776799274229974,,,,-0.03646868287230809,,,,-0.013138302587936856,1.52935,1.5322875,-1.0,30.845744394859864,-0.3830851121028027,-1.084736651511225,,,,,,,-3.23178986345742,1.0022654023320172,1.0374837284368479,1.080186729083235,0.0
EURCHF,2001-06-30,EUR,CHF,1.5231,0.002136085861269621,0.043987654605914805,3.28333,3.239342345394085,,3.2355661044257524,,,,-0.02185258313110311,,,,-0.0035064183654250347,1.5275666666666667,1.5294833333333333,-1.0,37.19703012824439,-0.25605939743511213,-0.9009023738380679,,,,,,,-3.239342345394085,0.9682251432791942,0.9995711293970994,1.0374837284368479,0.0
EURCHF,2001-07-31,EUR,CHF,1.5124,-0.007049938604680506,0.04821358181883362,3.25333,3.2051164181811664,,3.2222293817876255,,,,-0.022910621842282375,,,,-0.017922272550374818,1.5184499999999999,1.5265624999999998,-1.0,30.302096177558454,-0.3939580764488309,-1.1197829299750364,,,,,,,-3.2051164181811664,0.9374681296792624,0.969319558430158,0.9995711293970994,0.0
EURCHF,2001-08-31,EUR,CHF,1.51635,0.0026083382513985565,0.04656052590789184,3.33833,3.291769474092108,,3.2484429461366373,,,,-0.019979119162011394,,,,-0.0023055144920123283,1.5172833333333333,1.5240125000000002,-1.0,36.221009549795305,-0.2755798090040939,-0.9149773238477219,,,,,,,-3.291769474092108,0.9094962656718265,0.9383965128767611,0.969319558430158,0.0
EURCHF,2001-09-30,EUR,CHF,1.47725,-0.026123880042392356,0.03730578048897204,2.24667,2.209364219511028,,2.750566846801568,,,,-0.03059830764229199,,,,-0.030565480395674305,1.502,1.5201874999999998,-1.0,30.10204081632645,-0.397959183673471,-2.008021704501962,,,,,,,-2.209364219511028,-0.10982355437891665,0.5790469469907241,0.9383965128767611,0.0
EURCHF,2001-10-31,EUR,CHF,1.4712,-0.004103856935672612,0.043790611667146706,2.14167,2.0978793883328533,,2.1536218039219404,,,,-0.037161141899354544,,,,-0.02761939872666641,1.4882666666666668,1.5155458333333334,-1.0,29.18384171475674,-0.4163231657048652,-2.0542325458393726,,,,,,,-2.0978793883328533,-0.2298895547288245,0.18992771885469514,0.5790469469907241,0.0
EURCHF,2001-11-30,EUR,CHF,1.47085,-0.00023792933610999878,0.03522988601333754,2.10333,2.0681001139866626,,2.082989751159758,,,,-0.025672981670503525,,,,-0.030465666314174966,1.4730999999999999,1.5123583333333335,-1.0,33.50157728706618,-0.3299684542586763,-1.9025722497943187,,,,,,,-2.0681001139866626,-0.259394573934946,-0.19970256101422904,0.18992771885469514,0.5
EURCHF,2001-12-31,EUR,CHF,1.4777,0.004646359955586876,0.03492575078621751,1.78833,1.7534042492137825,,1.9107521816002224,,,,-0.02687391542710027,,,,0.00030457368380426564,1.4732500000000002,1.5090041666666665,-1.0,34.77722772277225,-0.30445544554455495,-1.495714071963376,,,,,,,-1.7534042492137825,-0.60902009667483,-0.36610140844620015,-0.19970256101422904,0.5
